"drug","cell_line","tissue_type","ic50","source"
"AZD6482","CA46","BLOOD","5.83","COSMIC"
"AZD6482","Ca922","UPPER:AERODIGESTIVE:TRACT","223.75","COSMIC"
"AZD6482","CAKI1","KIDNEY","3.16","COSMIC"
"AZD6482","CAL120","BREAST","87.87","COSMIC"
"AZD6482","CAL12T","LUNG","69.76","COSMIC"
"AZD6482","CAL148","BREAST","4.16","COSMIC"
"AZD6482","CAL27","UPPER:AERODIGESTIVE:TRACT","13.40","COSMIC"
"AZD6482","CAL33","UPPER:AERODIGESTIVE:TRACT","1.49","COSMIC"
"AZD6482","CAL39","UTERUS","1.99","COSMIC"
"AZD6482","CAL51","BREAST","73.82","COSMIC"
"AZD6482","CAL54","KIDNEY","5.40","COSMIC"
"AZD6482","CAL62","THYROID","132.57","COSMIC"
"AZD6482","CAL72","BONE","32.70","COSMIC"
"AZD6482","CAL851","BREAST","2.28","COSMIC"
"AZD6482","Calu1","LUNG","36.30","COSMIC"
"AZD6482","Calu3","LUNG","3.43","COSMIC"
"AZD6482","Calu6","LUNG","287.03","COSMIC"
"AZD6482","CAMA1","BREAST","1.20","COSMIC"
"AZD6482","Caov3","OVARY","247.51","COSMIC"
"AZD6482","Caov4","OVARY","899.90","COSMIC"
"AZD6482","CAPAN1","PANCREAS","37.19","COSMIC"
"AZD6482","Capan2","PANCREAS","38.55","COSMIC"
"AZD6482","CaR1","GI:TRACT","23.90","COSMIC"
"AZD6482","CAS1","CENTRAL:NERVOUS:SYSTEM","11.38","COSMIC"
"AZD6482","CaSki","UTERUS","1.93","COSMIC"
"AZD6482","CCFSTTG1","CENTRAL:NERVOUS:SYSTEM","1.42","COSMIC"
"AZD6482","CCRFCEM","BLOOD","3.60","COSMIC"
"AZD6482","CESS","BLOOD","4.77","COSMIC"
"AZD6482","CGTHW1","THYROID","7.16","COSMIC"
"AZD6482","ChaGoK1","LUNG","71.96","COSMIC"
"AZD6482","CHL1","SKIN","5.68","COSMIC"
"AZD6482","CHP126","CENTRAL:NERVOUS:SYSTEM","43.93","COSMIC"
"AZD6482","CHP212","CENTRAL:NERVOUS:SYSTEM","24.97","COSMIC"
"AZD6482","CMK","BLOOD","4.55","COSMIC"
"AZD6482","COLO205","GI:TRACT","19.14","COSMIC"
"AZD6482","COLO320HSR","GI:TRACT","16.83","COSMIC"
"AZD6482","COLO668","LUNG","12.05","COSMIC"
"AZD6482","COLO678","GI:TRACT","90.26","COSMIC"
"AZD6482","COLO679","SKIN","12.72","COSMIC"
"AZD6482","COLO680N","UPPER:AERODIGESTIVE:TRACT","20.24","COSMIC"
"AZD6482","COLO684","UTERUS","2.20","COSMIC"
"AZD6482","COLO741","GI:TRACT","591.80","COSMIC"
"AZD6482","COLO792","SKIN","52.44","COSMIC"
"AZD6482","COLO800","SKIN","22.33","COSMIC"
"AZD6482","COLO824","BREAST","79.72","COSMIC"
"AZD6482","COLO829","SKIN","8.23","COSMIC"
"AZD6482","CORL105","LUNG","13.75","COSMIC"
"AZD6482","CORL23","LUNG","118.47","COSMIC"
"AZD6482","CORL279","LUNG","28.65","COSMIC"
"AZD6482","CORL88","LUNG","418.19","COSMIC"
"AZD6482","CP50MELB","SKIN","273.72","COSMIC"
"AZD6482","CP66MEL","SKIN","151.49","COSMIC"
"AZD6482","CPCN","LUNG","886.72","COSMIC"
"AZD6482","CTB1","BLOOD","22.41","COSMIC"
"AZD6482","CTV1","BLOOD","75.06","COSMIC"
"AZD6482","CW2","GI:TRACT","1051.64","COSMIC"
"AZD6482","D247MG","CENTRAL:NERVOUS:SYSTEM","7.66","COSMIC"
"AZD6482","D263MG","CENTRAL:NERVOUS:SYSTEM","20.11","COSMIC"
"AZD6482","D283MED","CENTRAL:NERVOUS:SYSTEM","796.52","COSMIC"
"AZD6482","D336MG","CENTRAL:NERVOUS:SYSTEM","1.67","COSMIC"
"AZD6482","D392MG","CENTRAL:NERVOUS:SYSTEM","8.26","COSMIC"
"AZD6482","D502MG","CENTRAL:NERVOUS:SYSTEM","78.33","COSMIC"
"AZD6482","D542MG","CENTRAL:NERVOUS:SYSTEM","1.85","COSMIC"
"AZD6482","Daoy","CENTRAL:NERVOUS:SYSTEM","10.15","COSMIC"
"AZD6482","Daudi","BLOOD","1.07","COSMIC"
"AZD6482","DB","BLOOD","236.81","COSMIC"
"AZD6482","DBTRG05MG","CENTRAL:NERVOUS:SYSTEM","10.85","COSMIC"
"AZD6482","DEL","BLOOD","49.29","COSMIC"
"AZD6482","DG75","BLOOD","1088.33","COSMIC"
"AZD6482","DJM1","SKIN","136.20","COSMIC"
"AZD6482","DKMG","CENTRAL:NERVOUS:SYSTEM","51.80","COSMIC"
"AZD6482","DMS114","LUNG","122.37","COSMIC"
"AZD6482","DMS153","LUNG","142.94","COSMIC"
"AZD6482","DMS273","LUNG","4.81","COSMIC"
"AZD6482","DMS53","LUNG","51.23","COSMIC"
"AZD6482","DMS79","LUNG","48.14","COSMIC"
"AZD6482","DOHH2","BLOOD","4.63","COSMIC"
"AZD6482","DOK","UPPER:AERODIGESTIVE:TRACT","3.83","COSMIC"
"AZD6482","DoTc24510","UTERUS","6.78","COSMIC"
"AZD6482","DSH1","BLADDER","21.51","COSMIC"
"AZD6482","DU145","PROSTATE","36.87","COSMIC"
"AZD6482","DU4475","BREAST","41.97","COSMIC"
"AZD6482","DV90","LUNG","49.79","COSMIC"
"AZD6482","EB2","BLOOD","1.75","COSMIC"
"AZD6482","EB3","BLOOD","58.37","COSMIC"
"AZD6482","ECC12","GI:TRACT","46.94","COSMIC"
"AZD6482","ECC4","GI:TRACT","461.11","COSMIC"
"AZD6482","ECGI10","UPPER:AERODIGESTIVE:TRACT","897.03","COSMIC"
"AZD6482","EFE184","UTERUS","71.07","COSMIC"
"AZD6482","EFM19","BREAST","5.91","COSMIC"
"AZD6482","EFO21","OVARY","5.01","COSMIC"
"AZD6482","EFO27","OVARY","6.39","COSMIC"
"AZD6482","EGI1","GI:TRACT","284.58","COSMIC"
"AZD6482","EHEB","BLOOD","2.97","COSMIC"
"AZD6482","EKVX","LUNG","37.32","COSMIC"
"AZD6482","EM2","BLOOD","447.65","COSMIC"
"AZD6482","EoL1cell","BLOOD","49.83","COSMIC"
"AZD6482","ES1","BONE","76.06","COSMIC"
"AZD6482","ES3","BONE","36.42","COSMIC"
"AZD6482","ES4","BONE","39.26","COSMIC"
"AZD6482","ES5","BONE","275.42","COSMIC"
"AZD6482","ES6","BONE","13.87","COSMIC"
"AZD6482","ES7","BONE","0.81","COSMIC"
"AZD6482","ES8","BONE","196.48","COSMIC"
"AZD6482","ESS1","UTERUS","8.58","COSMIC"
"AZD6482","ETK1","GI:TRACT","67.80","COSMIC"
"AZD6482","EVSAT","BREAST","3.37","COSMIC"
"AZD6482","EW11","BONE","38.22","COSMIC"
"AZD6482","EW13","BONE","12.57","COSMIC"
"AZD6482","EW16","BONE","10.59","COSMIC"
"AZD6482","EW18","BONE","20.32","COSMIC"
"AZD6482","EW1","BONE","7.11","COSMIC"
"AZD6482","EW24","BONE","788.15","COSMIC"
"AZD6482","EW3","BONE","26.25","COSMIC"
"AZD6482","EW7","BONE","0.86","COSMIC"
"AZD6482","FADU","UPPER:AERODIGESTIVE:TRACT","19.21","COSMIC"
"AZD6482","FTC133","THYROID","87.50","COSMIC"
"AZD6482","G361","SKIN","3.88","COSMIC"
"AZD6482","G401","KIDNEY","4.05","COSMIC"
"AZD6482","G402","SOFT:TISSUE","3.23","COSMIC"
"AZD6482","GAK","SKIN","18.91","COSMIC"
"AZD6482","GAMG","CENTRAL:NERVOUS:SYSTEM","4.41","COSMIC"
"AZD6482","GB1","CENTRAL:NERVOUS:SYSTEM","40.30","COSMIC"
"AZD6482","GCIY","GI:TRACT","67.75","COSMIC"
"AZD6482","GCT","SOFT:TISSUE","152.16","COSMIC"
"AZD6482","GDM1","BLOOD","2.24","COSMIC"
"AZD6482","GI1","CENTRAL:NERVOUS:SYSTEM","1.32","COSMIC"
"AZD6482","GIMEN","CENTRAL:NERVOUS:SYSTEM","54.61","COSMIC"
"AZD6482","GMS10","CENTRAL:NERVOUS:SYSTEM","25.71","COSMIC"
"AZD6482","GOTO","CENTRAL:NERVOUS:SYSTEM","59.49","COSMIC"
"AZD6482","GP5d","GI:TRACT","298.70","COSMIC"
"AZD6482","GRST","BLOOD","7.55","COSMIC"
"AZD6482","GT3TKB","GI:TRACT","225.03","COSMIC"
"AZD6482","H4","CENTRAL:NERVOUS:SYSTEM","5.99","COSMIC"
"AZD6482","HAL01","BLOOD","1.30","COSMIC"
"AZD6482","HC1","BLOOD","7.82","COSMIC"
"AZD6482","HCC1143","BREAST","64.20","COSMIC"
"AZD6482","HCC1187","BREAST","284.92","COSMIC"
"AZD6482","HCC1395","BREAST","18.55","COSMIC"
"AZD6482","HCC1419","BREAST","82.90","COSMIC"
"AZD6482","HCC1569","BREAST","3.28","COSMIC"
"AZD6482","HCC1599","BREAST","259.17","COSMIC"
"AZD6482","HCC1806","BREAST","47.59","COSMIC"
"AZD6482","HCC1937","BREAST","11.75","COSMIC"
"AZD6482","HCC1954","BREAST","5.04","COSMIC"
"AZD6482","HCC2157","BREAST","3.95","COSMIC"
"AZD6482","HCC2218","BREAST","44.44","COSMIC"
"AZD6482","HCC2998","GI:TRACT","507.87","COSMIC"
"AZD6482","HCC38","BREAST","5.28","COSMIC"
"AZD6482","HCC70","BREAST","1.66","COSMIC"
"AZD6482","HCE4","UPPER:AERODIGESTIVE:TRACT","132.18","COSMIC"
"AZD6482","HCET","UPPER:AERODIGESTIVE:TRACT","136.44","COSMIC"
"AZD6482","HCT116","GI:TRACT","6.66","COSMIC"
"AZD6482","HCT15","GI:TRACT","154.65","COSMIC"
"AZD6482","HDLM2","BLOOD","68.68","COSMIC"
"AZD6482","HDMYZ","BLOOD","923.16","COSMIC"
"AZD6482","HEC1","UTERUS","12.90","COSMIC"
"AZD6482","HEL","BLOOD","17.30","COSMIC"
"AZD6482","HGC27","GI:TRACT","1.18","COSMIC"
"AZD6482","HH","BLOOD","0.96","COSMIC"
"AZD6482","HL60","BLOOD","6.74","COSMIC"
"AZD6482","HLE","LIVER","13.13","COSMIC"
"AZD6482","HMVII","SKIN","78.40","COSMIC"
"AZD6482","HN","UPPER:AERODIGESTIVE:TRACT","836.06","COSMIC"
"AZD6482","HO1N1","UPPER:AERODIGESTIVE:TRACT","75.55","COSMIC"
"AZD6482","HOP62","LUNG","17.47","COSMIC"
"AZD6482","HOP92","LUNG","13.37","COSMIC"
"AZD6482","HOS","BONE","23.26","COSMIC"
"AZD6482","HPAFII","PANCREAS","144.85","COSMIC"
"AZD6482","Hs578T","BREAST","113.17","COSMIC"
"AZD6482","HSC2","UPPER:AERODIGESTIVE:TRACT","1.75","COSMIC"
"AZD6482","HSC3","UPPER:AERODIGESTIVE:TRACT","273.78","COSMIC"
"AZD6482","HSC4","UPPER:AERODIGESTIVE:TRACT","8.16","COSMIC"
"AZD6482","HT1080","SOFT:TISSUE","338.31","COSMIC"
"AZD6482","HT1197","BLADDER","62.60","COSMIC"
"AZD6482","HT1376","BLADDER","50.23","COSMIC"
"AZD6482","HT144","SKIN","59.57","COSMIC"
"AZD6482","HT29","GI:TRACT","29.45","COSMIC"
"AZD6482","HT3","UTERUS","236.91","COSMIC"
"AZD6482","HT55","GI:TRACT","255.32","COSMIC"
"AZD6482","HT","BLOOD","4.01","COSMIC"
"AZD6482","HTCC3","THYROID","11.79","COSMIC"
"AZD6482","HuCCT1","GI:TRACT","6.86","COSMIC"
"AZD6482","HuH7","OTHER","8.10","COSMIC"
"AZD6482","HuO3N1","BONE","5.78","COSMIC"
"AZD6482","HuO9","BONE","1.61","COSMIC"
"AZD6482","HuPT3","PANCREAS","149.38","COSMIC"
"AZD6482","HuPT4","PANCREAS","466.52","COSMIC"
"AZD6482","HUTU80","GI:TRACT","29.32","COSMIC"
"AZD6482","IALM","LUNG","115.11","COSMIC"
"AZD6482","IGR1","SKIN","118.95","COSMIC"
"AZD6482","IGROV1","OVARY","1.97","COSMIC"
"AZD6482","IM9","BLOOD","493.06","COSMIC"
"AZD6482","IMR5","CENTRAL:NERVOUS:SYSTEM","633.56","COSMIC"
"AZD6482","IPC298","SKIN","45.04","COSMIC"
"AZD6482","ISTMEL1","SKIN","2.52","COSMIC"
"AZD6482","ISTMES1","LUNG","57.50","COSMIC"
"AZD6482","ISTSL1","LUNG","29.19","COSMIC"
"AZD6482","ISTSL2","LUNG","18.11","COSMIC"
"AZD6482","J82","BLADDER","0.48","COSMIC"
"AZD6482","JAR","OTHER","1070.04","COSMIC"
"AZD6482","JEG3","OTHER","338.15","COSMIC"
"AZD6482","JiyoyeP2003","BLOOD","21.70","COSMIC"
"AZD6482","JRT3T35","BLOOD","2229.88","COSMIC"
"AZD6482","JVM2","BLOOD","70.00","COSMIC"
"AZD6482","JVM3","BLOOD","1444.23","COSMIC"
"AZD6482","K052","BLOOD","160.38","COSMIC"
"AZD6482","K562","BLOOD","209.15","COSMIC"
"AZD6482","K5","THYROID","10.19","COSMIC"
"AZD6482","KALS1","CENTRAL:NERVOUS:SYSTEM","4.33","COSMIC"
"AZD6482","KARPAS299","BLOOD","1362.00","COSMIC"
"AZD6482","KARPAS422","BLOOD","1.53","COSMIC"
"AZD6482","KARPAS45","BLOOD","3.29","COSMIC"
"AZD6482","KASUMI1","BLOOD","2.05","COSMIC"
"AZD6482","KE37","BLOOD","15.70","COSMIC"
"AZD6482","KG1","BLOOD","79.95","COSMIC"
"AZD6482","KGN","OVARY","4.30","COSMIC"
"AZD6482","KINGS1","CENTRAL:NERVOUS:SYSTEM","10.74","COSMIC"
"AZD6482","KLE","UTERUS","13.74","COSMIC"
"AZD6482","KM12","GI:TRACT","36.65","COSMIC"
"AZD6482","KMH2","BLOOD","46.19","COSMIC"
"AZD6482","KMOE2","BLOOD","27.89","COSMIC"
"AZD6482","KMS12PE","BLOOD","588.97","COSMIC"
"AZD6482","KNS42","CENTRAL:NERVOUS:SYSTEM","5.30","COSMIC"
"AZD6482","KNS81FD","CENTRAL:NERVOUS:SYSTEM","47.54","COSMIC"
"AZD6482","KOSC2","UPPER:AERODIGESTIVE:TRACT","11.07","COSMIC"
"AZD6482","KP4","PANCREAS","30.40","COSMIC"
"AZD6482","KPNYS","CENTRAL:NERVOUS:SYSTEM","168.43","COSMIC"
"AZD6482","KS1","CENTRAL:NERVOUS:SYSTEM","8.18","COSMIC"
"AZD6482","KU1919","BLADDER","329.72","COSMIC"
"AZD6482","KU812","BLOOD","1.59","COSMIC"
"AZD6482","KURAMOCHI","OVARY","0.11","COSMIC"
"AZD6482","KY821","BLOOD","1298.23","COSMIC"
"AZD6482","KYSE140","UPPER:AERODIGESTIVE:TRACT","290.66","COSMIC"
"AZD6482","KYSE150","UPPER:AERODIGESTIVE:TRACT","19.12","COSMIC"
"AZD6482","KYSE180","UPPER:AERODIGESTIVE:TRACT","117.52","COSMIC"
"AZD6482","KYSE270","UPPER:AERODIGESTIVE:TRACT","7.34","COSMIC"
"AZD6482","KYSE410","UPPER:AERODIGESTIVE:TRACT","210.91","COSMIC"
"AZD6482","KYSE450","UPPER:AERODIGESTIVE:TRACT","18.22","COSMIC"
"AZD6482","KYSE510","UPPER:AERODIGESTIVE:TRACT","8.08","COSMIC"
"AZD6482","KYSE520","UPPER:AERODIGESTIVE:TRACT","29.95","COSMIC"
"AZD6482","KYSE70","UPPER:AERODIGESTIVE:TRACT","27.91","COSMIC"
"AZD6482","L363","BLOOD","39.42","COSMIC"
"AZD6482","L428","BLOOD","201.15","COSMIC"
"AZD6482","L540","BLOOD","96.84","COSMIC"
"AZD6482","LAMA84","BLOOD","104.01","COSMIC"
"AZD6482","LAN6","CENTRAL:NERVOUS:SYSTEM","97.84","COSMIC"
"AZD6482","LB1047RCC","KIDNEY","15.56","COSMIC"
"AZD6482","LB2241RCC","KIDNEY","36.69","COSMIC"
"AZD6482","LB2518MEL","SKIN","106.83","COSMIC"
"AZD6482","LB373MELD","SKIN","84.55","COSMIC"
"AZD6482","LB647SCLC","LUNG","28.05","COSMIC"
"AZD6482","LB771HNC","UPPER:AERODIGESTIVE:TRACT","35.29","COSMIC"
"AZD6482","LB831BLC","BLADDER","7.47","COSMIC"
"AZD6482","LB996RCC","KIDNEY","24.18","COSMIC"
"AZD6482","LC1F","LUNG","137.68","COSMIC"
"AZD6482","LC2ad","LUNG","37.06","COSMIC"
"AZD6482","LC41","BLOOD","6.88","COSMIC"
"AZD6482","LCLC103H","LUNG","10.74","COSMIC"
"AZD6482","LCLC97TM1","LUNG","13.53","COSMIC"
"AZD6482","LK2","LUNG","411.94","COSMIC"
"AZD6482","LN405","CENTRAL:NERVOUS:SYSTEM","2.89","COSMIC"
"AZD6482","LNCaPCloneFGC","OTHER","1.52","COSMIC"
"AZD6482","LOUCY","BLOOD","870.69","COSMIC"
"AZD6482","LoVo","GI:TRACT","1.74","COSMIC"
"AZD6482","LOXIMVI","SKIN","55.65","COSMIC"
"AZD6482","LP1","BLOOD","13.25","COSMIC"
"AZD6482","LS1034","GI:TRACT","340.41","COSMIC"
"AZD6482","LS123","GI:TRACT","611.16","COSMIC"
"AZD6482","LS411N","GI:TRACT","38.83","COSMIC"
"AZD6482","LS513","GI:TRACT","377.83","COSMIC"
"AZD6482","LU134A","LUNG","27.35","COSMIC"
"AZD6482","LU139","LUNG","996.62","COSMIC"
"AZD6482","LU165","LUNG","196.14","COSMIC"
"AZD6482","LU65","LUNG","157.89","COSMIC"
"AZD6482","LU99A","LUNG","107.08","COSMIC"
"AZD6482","LXF289","LUNG","1.55","COSMIC"
"AZD6482","M059J","CENTRAL:NERVOUS:SYSTEM","17.48","COSMIC"
"AZD6482","M14","SKIN","213.28","COSMIC"
"AZD6482","MC116","BLOOD","1.46","COSMIC"
"AZD6482","MCCAR","BLOOD","9.31","COSMIC"
"AZD6482","MCF7","BREAST","459.87","COSMIC"
"AZD6482","MCIXC","CENTRAL:NERVOUS:SYSTEM","37.92","COSMIC"
"AZD6482","MDAMB134VI","BREAST","273.40","COSMIC"
"AZD6482","MDAMB157","BREAST","40.08","COSMIC"
"AZD6482","MDAMB175VII","BREAST","29.94","COSMIC"
"AZD6482","MDAMB231","BREAST","59.32","COSMIC"
"AZD6482","MDAMB361","BREAST","3.51","COSMIC"
"AZD6482","MDAMB415","BREAST","0.17","COSMIC"
"AZD6482","MDAMB453","BREAST","9.38","COSMIC"
"AZD6482","MDAMB468","BREAST","1.54","COSMIC"
"AZD6482","ME180","UTERUS","76.75","COSMIC"
"AZD6482","MEG01","BLOOD","20380.44","COSMIC"
"AZD6482","MELHO","SKIN","1.24","COSMIC"
"AZD6482","MELJUSO","SKIN","6.32","COSMIC"
"AZD6482","MESSA","SOFT:TISSUE","11.82","COSMIC"
"AZD6482","Mewo","SKIN","106.67","COSMIC"
"AZD6482","MFE280","UTERUS","21.98","COSMIC"
"AZD6482","MFE296","UTERUS","1.57","COSMIC"
"AZD6482","MFHino","SOFT:TISSUE","35.71","COSMIC"
"AZD6482","MFM223","BREAST","1059.64","COSMIC"
"AZD6482","MG63","BONE","5.15","COSMIC"
"AZD6482","MHHCALL2","BLOOD","58.44","COSMIC"
"AZD6482","MHHES1","BONE","110.91","COSMIC"
"AZD6482","MHHNB11","CENTRAL:NERVOUS:SYSTEM","26.77","COSMIC"
"AZD6482","MHHPREB1","BLOOD","11.36","COSMIC"
"AZD6482","MIAPaCa2","PANCREAS","261.74","COSMIC"
"AZD6482","MKN1","GI:TRACT","100.19","COSMIC"
"AZD6482","MKN28","GI:TRACT","247.73","COSMIC"
"AZD6482","MKN45","GI:TRACT","349.32","COSMIC"
"AZD6482","MKN7","GI:TRACT","64.11","COSMIC"
"AZD6482","ML2","BLOOD","3.55","COSMIC"
"AZD6482","MLMA","BLOOD","3.71","COSMIC"
"AZD6482","MMACSF","SKIN","19.01","COSMIC"
"AZD6482","MN60","BLOOD","12.55","COSMIC"
"AZD6482","MOLT16","BLOOD","4.31","COSMIC"
"AZD6482","MOLT4","BLOOD","29.61","COSMIC"
"AZD6482","MONOMAC6","BLOOD","24.53","COSMIC"
"AZD6482","MoT","BLOOD","1216.17","COSMIC"
"AZD6482","MPP89","LUNG","127.76","COSMIC"
"AZD6482","MRKnu1","BREAST","62.67","COSMIC"
"AZD6482","MS1","LUNG","23.95","COSMIC"
"AZD6482","MSTO211H","LUNG","849.25","COSMIC"
"AZD6482","MV411","BLOOD","2.66","COSMIC"
"AZD6482","MZ1PC","PANCREAS","9.61","COSMIC"
"AZD6482","MZ2MEL","SKIN","20.09","COSMIC"
"AZD6482","MZ7mel","SKIN","47.31","COSMIC"
"AZD6482","NALM6","BLOOD","0.71","COSMIC"
"AZD6482","NB10","CENTRAL:NERVOUS:SYSTEM","115.51","COSMIC"
"AZD6482","NB12","CENTRAL:NERVOUS:SYSTEM","17.04","COSMIC"
"AZD6482","NB13","CENTRAL:NERVOUS:SYSTEM","47.59","COSMIC"
"AZD6482","NB1","CENTRAL:NERVOUS:SYSTEM","16.58","COSMIC"
"AZD6482","NB5","CENTRAL:NERVOUS:SYSTEM","85.30","COSMIC"
"AZD6482","NB69","CENTRAL:NERVOUS:SYSTEM","13.25","COSMIC"
"AZD6482","NB6","CENTRAL:NERVOUS:SYSTEM","59.42","COSMIC"
"AZD6482","NCCIT","OTHER","5.31","COSMIC"
"AZD6482","NCIH1092","LUNG","667.20","COSMIC"
"AZD6482","NCIH1155","LUNG","1543.53","COSMIC"
"AZD6482","NCIH1299","LUNG","3.65","COSMIC"
"AZD6482","NCIH1304","LUNG","32.17","COSMIC"
"AZD6482","NCIH1355","LUNG","32.12","COSMIC"
"AZD6482","NCIH1395","LUNG","455.85","COSMIC"
"AZD6482","NCIH1417","LUNG","31.84","COSMIC"
"AZD6482","NCIH1436","LUNG","21.71","COSMIC"
"AZD6482","NCIH1437","LUNG","11.12","COSMIC"
"AZD6482","NCIH1522","LUNG","99.50","COSMIC"
"AZD6482","NCIH1563","LUNG","11.18","COSMIC"
"AZD6482","NCIH1581","LUNG","1331.00","COSMIC"
"AZD6482","NCIH1618","LUNG","441.36","COSMIC"
"AZD6482","NCIH1623","LUNG","30.10","COSMIC"
"AZD6482","NCIH1648","LUNG","7.88","COSMIC"
"AZD6482","NCIH1650","LUNG","23.93","COSMIC"
"AZD6482","NCIH1651","LUNG","23.64","COSMIC"
"AZD6482","NCIH1693","LUNG","72.20","COSMIC"
"AZD6482","NCIH1694","LUNG","178.12","COSMIC"
"AZD6482","NCIH1703","LUNG","78.50","COSMIC"
"AZD6482","NCIH1734","LUNG","6.12","COSMIC"
"AZD6482","NCIH1755","LUNG","3.26","COSMIC"
"AZD6482","NCIH1770","LUNG","88.98","COSMIC"
"AZD6482","NCIH1792","LUNG","38.60","COSMIC"
"AZD6482","NCIH1793","LUNG","79.12","COSMIC"
"AZD6482","NCIH1838","LUNG","276.16","COSMIC"
"AZD6482","NCIH187","LUNG","208.19","COSMIC"
"AZD6482","NCIH1882","LUNG","45.19","COSMIC"
"AZD6482","NCIH1963","LUNG","34.53","COSMIC"
"AZD6482","NCIH1993","LUNG","43.50","COSMIC"
"AZD6482","NCIH2009","LUNG","4.99","COSMIC"
"AZD6482","NCIH2030","LUNG","2.89","COSMIC"
"AZD6482","NCIH2052","LUNG","21.10","COSMIC"
"AZD6482","NCIH2081","LUNG","103.74","COSMIC"
"AZD6482","NCIH2087","LUNG","13.63","COSMIC"
"AZD6482","NCIH209","LUNG","97.83","COSMIC"
"AZD6482","NCIH2122","LUNG","117.83","COSMIC"
"AZD6482","NCIH2126","LUNG","83.48","COSMIC"
"AZD6482","NCIH2141","LUNG","21.16","COSMIC"
"AZD6482","NCIH2170","LUNG","44.43","COSMIC"
"AZD6482","NCIH2171","LUNG","944.20","COSMIC"
"AZD6482","NCIH2196","LUNG","99.06","COSMIC"
"AZD6482","NCIH2227","LUNG","295.56","COSMIC"
"AZD6482","NCIH2228","LUNG","55.42","COSMIC"
"AZD6482","NCIH226","LUNG","30.42","COSMIC"
"AZD6482","NCIH2342","LUNG","0.84","COSMIC"
"AZD6482","NCIH2347","LUNG","19.49","COSMIC"
"AZD6482","NCIH23","LUNG","998.21","COSMIC"
"AZD6482","NCIH2405","LUNG","73.69","COSMIC"
"AZD6482","NCIH2452","LUNG","25.04","COSMIC"
"AZD6482","NCIH28","LUNG","19.59","COSMIC"
"AZD6482","NCIH292","LUNG","3.63","COSMIC"
"AZD6482","NCIH322M","LUNG","192.06","COSMIC"
"AZD6482","NCIH345","LUNG","181.87","COSMIC"
"AZD6482","NCIH358","LUNG","18.91","COSMIC"
"AZD6482","NCIH441","LUNG","115.26","COSMIC"
"AZD6482","NCIH446","LUNG","102.50","COSMIC"
"AZD6482","NCIH460","LUNG","115.33","COSMIC"
"AZD6482","NCIH510A","LUNG","622.73","COSMIC"
"AZD6482","NCIH520","LUNG","4.19","COSMIC"
"AZD6482","NCIH522","LUNG","5.17","COSMIC"
"AZD6482","NCIH524","LUNG","464.80","COSMIC"
"AZD6482","NCIH526","LUNG","14.38","COSMIC"
"AZD6482","NCIH596","LUNG","172.59","COSMIC"
"AZD6482","NCIH630","GI:TRACT","19.51","COSMIC"
"AZD6482","NCIH64","LUNG","2.61","COSMIC"
"AZD6482","NCIH650","LUNG","1.30","COSMIC"
"AZD6482","NCIH661","LUNG","47.55","COSMIC"
"AZD6482","NCIH69","LUNG","61.98","COSMIC"
"AZD6482","NCIH716","GI:TRACT","524.81","COSMIC"
"AZD6482","NCIH719","LUNG","98.82","COSMIC"
"AZD6482","NCIH720","LUNG","966.96","COSMIC"
"AZD6482","NCIH727","LUNG","70.24","COSMIC"
"AZD6482","NCIH747","GI:TRACT","32.68","COSMIC"
"AZD6482","NCIH748","LUNG","108.59","COSMIC"
"AZD6482","NCIH810","LUNG","110.90","COSMIC"
"AZD6482","NCIH82","LUNG","1108.70","COSMIC"
"AZD6482","NCIH838","LUNG","90.99","COSMIC"
"AZD6482","NCIH889","LUNG","786.66","COSMIC"
"AZD6482","NCIN87","GI:TRACT","278.21","COSMIC"
"AZD6482","NCISNU16","GI:TRACT","1503.29","COSMIC"
"AZD6482","NCISNU1","GI:TRACT","56.54","COSMIC"
"AZD6482","NCISNU5","GI:TRACT","47.35","COSMIC"
"AZD6482","NEC8","OTHER","15.98","COSMIC"
"AZD6482","NH12","CENTRAL:NERVOUS:SYSTEM","13.41","COSMIC"
"AZD6482","NKM1","BLOOD","1.29","COSMIC"
"AZD6482","NMCG1","CENTRAL:NERVOUS:SYSTEM","8.65","COSMIC"
"AZD6482","no10","CENTRAL:NERVOUS:SYSTEM","26.77","COSMIC"
"AZD6482","no11","CENTRAL:NERVOUS:SYSTEM","53.45","COSMIC"
"AZD6482","NOMO1","BLOOD","3.31","COSMIC"
"AZD6482","NOS1","BONE","11.22","COSMIC"
"AZD6482","NTERASclD1","OTHER","2.19","COSMIC"
"AZD6482","NUGC3","GI:TRACT","111.51","COSMIC"
"AZD6482","NY","BONE","34.34","COSMIC"
"AZD6482","OAW28","OVARY","9.73","COSMIC"
"AZD6482","OAW42","OVARY","61.71","COSMIC"
"AZD6482","OCIAML2","BLOOD","247.63","COSMIC"
"AZD6482","OCUBM","BREAST","1.58","COSMIC"
"AZD6482","OE19","UPPER:AERODIGESTIVE:TRACT","11.47","COSMIC"
"AZD6482","OE33","UPPER:AERODIGESTIVE:TRACT","10.74","COSMIC"
"AZD6482","OMC1","UTERUS","167.11","COSMIC"
"AZD6482","ONS76","CENTRAL:NERVOUS:SYSTEM","53.11","COSMIC"
"AZD6482","OPM2","BLOOD","113.22","COSMIC"
"AZD6482","OSRC2","KIDNEY","0.62","COSMIC"
