"cell_line","drug","ref"
"Calu6","ATRA","39.423"
"Calu6","AUY922","0.080"
"Calu6","Axitinib","133.609"
"Calu6","AZ628","0.052"
"CALU6#","AZD0530","4.70599651"
"Calu6","AZD0530","52.014"
"Calu6","AZD2281","439.779"
"CALU6#","AZD6244","3.66402816"
"Calu6","AZD6244","5.401"
"Calu6","AZD6482","287.027"
"Calu6","AZD7762","1.410"
"Calu6","AZD8055","13.988"
"Calu6","BAY613606","6.827"
"Calu6","Bexarotene","93.179"
"Calu6","BI2536","0.097"
"Calu6","BIBW2992","29.982"
"Calu6","Bicalutami","105.115"
"Calu6","BID1870","20.905"
"Calu6","BIRB0796","1409.102"
"Calu6","Bleomycin","7.624"
"Calu6","BMS509744","339.091"
"Calu6","BMS536924","61.510"
"Calu6","BMS754807","4.391"
"Calu6","Bortezomib","0.001"
"Calu6","Bosutinib","208.504"
"Calu6","Bryostatin","0.265"
"Calu6","BX795","174.531"
"Calu6","Camptothec","0.180"
"Calu6","CEP701","2.763"
"Calu6","CGP082996","333.924"
"Calu6","CGP60474","3.042"
"Calu6","CHIR99021","115.108"
"Calu6","CI1040","6.757"
"Calu6","Cisplatin","74.806"
"Calu6","CMK","248.792"
"Calu6","Cyclopamin","466.422"
"Calu6","Cytarabine","133.796"
"Calu6","Dasatinib","3.047"
"Calu6","DMOG","717.858"
"Calu6","Docetaxel","0.005"
"Calu6","Doxorubici","0.255"
"Calu6","Elesclomol","1.190"
"Calu6","Embelin","4.811"
"Calu6","Epothilone","0.007"
"Calu6","Erlotinib","138.505"
"CALU6#","Erlotinib","7.80798435"
"Calu6","Etoposide","4.041"
"Calu6","FH535","0.831"
"Calu6","FTI277","40.354"
"Calu6","GDC0449","217.159"
"Calu6","GDC0941","88.967"
"Calu6","Gefitinib","17.523"
"Calu6","Gemcitabin","0.002"
"Calu6","GNF2","98.735"
"Calu6","GSK269962A","47.027"
"Calu6","GSK650394","268.161"
"Calu6","GW441756","135.096"
"Calu6","GW843682X","0.037"
"Calu6","Imatinib","32.832"
"Calu6","IPA3","942.878"
"Calu6","JNK9L","0.519"
"Calu6","JNKInhibit","1625.824"
"Calu6","JW7521","0.166"
"Calu6","KIN001135","580.403"
"Calu6","KU55933","1338.714"
"Calu6","Lapatinib","106.433"
"CALU6#","Lapatinib","8"
"CALU6#","LBW242","8"
"Calu6","Lenalidomi","298.021"
"Calu6","LFMA13","658.547"
"Calu6","Metformin","14800.406"
"Calu6","Methotrexa","0.554"
"Calu6","MG132","5.593"
"Calu6","Midostauri","15.824"
"Calu6","MitomycinC","0.321"
"Calu6","MK2206","42.743"
"Calu6","MS275","8.931"
"Calu6","Nilotinib","137.077"
"Calu6","NSC87877","717.214"
"Calu6","NU7441","227.418"
"CALU6#","Nutlin3","8"
"Calu6","Nutlin3a","75.887"
"Calu6","NVPBEZ235","3.189"
"Calu6","NVPTAE684","15.867"
"Calu6","ObatoclaxM","0.091"
"Calu6","OSI906","66.929"
"Calu6","PAC1","188.118"
"CALU6#","Paclitaxel","0.00351322"
"Calu6","Paclitaxel","0.010"
"CALU6#","Panobinost","0.07592097"
"Calu6","Parthenoli","256.703"
"Calu6","Pazopanib","542.630"
"CALU6#","PD0325901","0.16213965"
"Calu6","PD0325901","0.917"
"Calu6","PD0332991","25.257"
"Calu6","PD173074","254.080"
"Calu6","PF02341066","118.013"
"CALU6#","PF2341066","3.92736125"
"Calu6","PF562271","6.616"
"Calu6","PHA665752","172.696"
"CALU6#","PHA665752","8"
"CALU6#","PLX4720","0.80941760"
"Calu6","PLX4720","948.725"
"Calu6","Pyrimetham","112.219"
"Calu6","QS11","97.893"
"Calu6","Rapamycin","6.119"
"Calu6","RDEA119","15.130"
"Calu6","RO3306","345.920"
"Calu6","Roscovitin","32.133"
"Calu6","Salubrinal","19.264"
"Calu6","SB216763","39.255"
"Calu6","SB590885","473.922"
"Calu6","Shikonin","15.600"
"Calu6","SL01011","742.312"
"Calu6","Sorafenib","13.497"
"CALU6#","Sorafenib","8"
"Calu6","STritylLcy","0.428"
"Calu6","Sunitinib","317.276"
"CALU6#","TAE684","0.77653265"
"Calu6","Temsirolim","3.843"
"Calu6","Thapsigarg","0.005"
"Calu6","Tipifarnib","1.274"
"CALU6#","TKI258","6.32720947"
"CALU6#","Topotecan","0.96733325"
"Calu6","Vinblastin","0.150"
"Calu6","Vinorelbin","0.006"
"Calu6","Vorinostat","9.312"
"Calu6","VX680","19.065"
"Calu6","VX702","111.073"
"Calu6","WH4023","82.582"
"Calu6","WZ184","128.207"
"Calu6","XMD885","61.638"
"CALU6#","ZD6474","8"
"Calu6","ZLLNleCHO","7.231"
"Calu6","ZM447439","4.888"
"CAMA1","17AAG","0.130"
"CAMA1#","17AAG","0.14104521"
"CAMA1","681640","74.285"
"CAMA1","A769662","49.702"
"CAMA1","ABT263","20.787"
"CAMA1","ABT888","403.805"
"CAMA1#","AEW541","8"
"CAMA1","AICAR","347.336"
"CAMA1","AKTinhibit","29.110"
"CAMA1","AMG706","43.748"
"CAMA1","AP24534","48.969"
"CAMA1","AS601245","32.133"
"CAMA1","ATRA","27.733"
"CAMA1","AUY922","0.064"
"CAMA1","Axitinib","28.561"
"CAMA1#","AZD0530","8"
"CAMA1","AZD2281","100.233"
"CAMA1","AZD6244","56.321"
"CAMA1#","AZD6244","8"
"CAMA1","AZD6482","1.199"
"CAMA1","AZD7762","4.332"
"CAMA1","AZD8055","0.622"
"CAMA1","BAY613606","229.376"
"CAMA1","Bexarotene","8.578"
"CAMA1","BIBW2992","9.218"
"CAMA1","Bicalutami","12.298"
"CAMA1","BID1870","26.225"
"CAMA1","BIRB0796","552.070"
"CAMA1","Bleomycin","17.372"
"CAMA1","BMS754807","23.848"
"CAMA1","Bosutinib","140.340"
"CAMA1","Bryostatin","0.290"
"CAMA1","BX795","26.841"
"CAMA1","CEP701","1.037"
"CAMA1","CHIR99021","273.534"
"CAMA1","CI1040","46.788"
"CAMA1","DMOG","4266.789"
"CAMA1","Docetaxel","0.001"
"CAMA1","Doxorubici","0.160"
"CAMA1","Elesclomol","0.396"
"CAMA1","Embelin","7.050"
"CAMA1","Epothilone","0.013"
"CAMA1#","Erlotinib","8"
"CAMA1","Etoposide","12.903"
"CAMA1","FH535","0.912"
"CAMA1","FTI277","28.490"
"CAMA1","GDC0449","33.105"
"CAMA1","GDC0941","38.537"
"CAMA1","Gefitinib","12.071"
"CAMA1","Gemcitabin","0.397"
"CAMA1","GSK650394","27.626"
"CAMA1","GW441756","35.551"
"CAMA1","IPA3","254.791"
"CAMA1#","Irinotecan","0.34567093"
"CAMA1","JNK9L","33.138"
"CAMA1","JNKInhibit","64.492"
"CAMA1","KU55933","469.829"
"CAMA1#","L685458","6.58544158"
"CAMA1#","Lapatinib","8"
"CAMA1#","LBW242","8"
"CAMA1","Lenalidomi","317.877"
"CAMA1","LFMA13","507.367"
"CAMA1","Metformin","10729.951"
"CAMA1","Methotrexa","3.921"
"CAMA1","Midostauri","21.098"
"CAMA1","MitomycinC","0.542"
"CAMA1","MK2206","8.714"
"CAMA1","Nilotinib","56.416"
"CAMA1#","Nilotinib","6.33207082"
"CAMA1","NSC87877","248.792"
"CAMA1","NU7441","94.329"
"CAMA1#","Nutlin3","8"
"CAMA1","Nutlin3a","104.843"
"CAMA1","NVPBEZ235","0.010"
"CAMA1","ObatoclaxM","0.437"
"CAMA1","OSI906","78.841"
"CAMA1","PAC1","2.743"
"CAMA1#","Paclitaxel","0.01084603"
"CAMA1#","Panobinost","0.02961303"
"CAMA1","Pazopanib","477.384"
"CAMA1#","PD0325901","8"
"CAMA1","PD0325901","8.466"
"CAMA1","PD0332991","0.834"
"CAMA1#","PD0332991","8"
"CAMA1","PD173074","175.770"
"CAMA1#","PF2341066","8"
"CAMA1","PF562271","9.000"
"CAMA1#","PHA665752","8"
"CAMA1","PLX4720","432.949"
"CAMA1#","PLX4720","8"
"CAMA1","QS11","9.581"
"CAMA1#","RAF265","6.14237213"
"CAMA1","RDEA119","166.691"
"CAMA1","RO3306","278.043"
"CAMA1","SB216763","319.434"
"CAMA1","SB590885","23.019"
"CAMA1","Shikonin","1.515"
"CAMA1","SL01011","288.031"
"CAMA1#","Sorafenib","8"
"CAMA1#","TAE684","8"
"CAMA1","Temsirolim","0.005"
"CAMA1","Thapsigarg","0.011"
"CAMA1","Tipifarnib","18.498"
"CAMA1#","TKI258","8"
"CAMA1#","Topotecan","8"
"CAMA1","Vinorelbin","0.046"
"CAMA1","Vorinostat","1.717"
"CAMA1","VX702","25.653"
"CAMA1#","ZD6474","8"
"CAMA1","ZM447439","20.687"
"CAPAN1","17AAG","0.249"
"CAPAN1","681640","4.385"
"CAPAN1","ABT263","7.725"
"CAPAN1","ABT888","253.271"
"CAPAN1","AICAR","6668.499"
"CAPAN1","AMG706","12.827"
"CAPAN1","ATRA","49.806"
"CAPAN1","Axitinib","93.738"
"CAPAN1","AZD2281","166.940"
"CAPAN1","AZD6244","103.389"
"CAPAN1","AZD7762","2.711"
"CAPAN1","AZD8055","5.366"
"CAPAN1","BIBW2992","30.201"
"CAPAN1","BID1870","403.805"
"CAPAN1","BIRB0796","21.980"
"CAPAN1","Bosutinib","71.888"
"CAPAN1","BX795","149.244"
"CAPAN1","Camptothec","0.015"
"CAPAN1","CEP701","3.100"
"CAPAN1","CI1040","13.444"
"CAPAN1","Cisplatin","24.084"
"CAPAN1","Cytarabine","3.263"
"CAPAN1","Docetaxel","0.031"
"CAPAN1","Elesclomol","1.069"
"CAPAN1","GDC0449","391.595"
"CAPAN1","GDC0941","113.411"
"CAPAN1","Gefitinib","0.884"
"CAPAN1","GW441756","31.258"
"CAPAN1","KU55933","52.640"
"CAPAN1","Lenalidomi","242.160"
"CAPAN1","Metformin","20648.350"
"CAPAN1","Methotrexa","6.063"
"CAPAN1","MK2206","150.739"
"CAPAN1","Nilotinib","95.883"
"CAPAN1","NU7441","7.200"
"CAPAN1","Nutlin3a","346.852"
"CAPAN1","NVPBEZ235","7.575"
"CAPAN1","PD0325901","0.691"
"CAPAN1","PD0332991","7.548"
"CAPAN1","PD173074","36.072"
"CAPAN1","PLX4720","272.880"
"CAPAN1","RDEA119","4.128"
"CAPAN1","RO3306","216.900"
"CAPAN1","SB216763","523.135"
"CAPAN1","SB590885","386.128"
"CAPAN1","SL01011","49.697"
"CAPAN1","Temsirolim","0.882"
"CAPAN1","Vinblastin","0.053"
"CAPAN1","Vorinostat","4.404"
"CAPAN1","VX702","138.174"
"CAPAN1","ZM447439","113.264"
"CAPAN2#","17AAG","0.04612576"
"Capan2","17AAG","0.194"
"Capan2","681640","234.673"
"Capan2","ABT263","18.739"
"Capan2","ABT888","655.730"
"CAPAN2#","AEW541","0.43274644"
"Capan2","AICAR","2249.529"
"Capan2","AMG706","96.526"
"Capan2","ATRA","360.891"
"Capan2","Axitinib","175.630"
"CAPAN2#","AZD0530","1.10356509"
"Capan2","AZD2281","467.167"
"CAPAN2#","AZD6244","0.50372755"
"Capan2","AZD6244","36.069"
"Capan2","AZD7762","2.096"
"Capan2","AZD8055","5.928"
"Capan2","BIBW2992","3.456"
"Capan2","BID1870","70.140"
"Capan2","BIRB0796","814.915"
"Capan2","Bosutinib","226.039"
"Capan2","BX795","13.704"
"Capan2","Camptothec","0.453"
"Capan2","CEP701","7.727"
"Capan2","CI1040","14.254"
"Capan2","Cisplatin","239.113"
"Capan2","Cytarabine","8.306"
"Capan2","Docetaxel","0.054"
"Capan2","Elesclomol","2.037"
"CAPAN2#","Erlotinib","8"
"Capan2","GDC0449","808.925"
"Capan2","GDC0941","59.590"
"Capan2","Gefitinib","9.337"
"Capan2","GW441756","140.999"
"CAPAN2#","Irinotecan","0.87553024"
"Capan2","JNKInhibit","656.319"
"Capan2","KU55933","442.065"
"CAPAN2#","L685458","8"
"CAPAN2#","Lapatinib","8"
"CAPAN2#","LBW242","8"
"Capan2","Lenalidomi","594.576"
"Capan2","Metformin","206394.465"
"Capan2","Methotrexa","2.277"
"Capan2","MK2206","158.080"
"CAPAN2#","Nilotinib","0.06294478"
"Capan2","Nilotinib","253.473"
"Capan2","NU7441","237.048"
"CAPAN2#","Nutlin3","8"
"Capan2","Nutlin3a","1153.229"
"Capan2","NVPBEZ235","4.307"
"CAPAN2#","Paclitaxel","0.00254261"
"CAPAN2#","Panobinost","0.06853134"
"CAPAN2#","PD0325901","0.07785797"
"Capan2","PD0325901","0.272"
"Capan2","PD0332991","20.847"
"CAPAN2#","PD0332991","8"
"Capan2","PD173074","202.078"
"CAPAN2#","PF2341066","0.21468254"
"CAPAN2#","PHA665752","8"
"Capan2","PLX4720","1287.791"
"CAPAN2#","PLX4720","8"
"CAPAN2#","RAF265","1.16161154"
"Capan2","RDEA119","83.801"
"Capan2","RO3306","418.269"
"Capan2","SB216763","1024.626"
"Capan2","SB590885","684.315"
"Capan2","SL01011","185.326"
"CAPAN2#","Sorafenib","8"
"CAPAN2#","TAE684","0.67141890"
"Capan2","Temsirolim","9.950"
"CAPAN2#","TKI258","8"
"CAPAN2#","Topotecan","1.21145570"
"Capan2","Vinblastin","0.115"
"Capan2","Vorinostat","62.082"
"Capan2","VX702","235.470"
"CAPAN2#","ZD6474","8"
"Capan2","ZM447439","56.102"
"CaR1","A769662","85.404"
"CaR1","AKTinhibit","38.606"
"CaR1","AP24534","59.471"
"CaR1","AS601245","113.762"
"CaR1","AUY922","0.505"
"CaR1","AZD6482","23.898"
"CaR1","BAY613606","148.206"
"CaR1","Bexarotene","67.290"
"CaR1","Bicalutami","136.776"
"CaR1","Bleomycin","4.427"
"CaR1","BMS754807","81.877"
"CaR1","Bryostatin","0.121"
"CaR1","CHIR99021","217.636"
"CaR1","DMOG","216.532"
"CaR1","Doxorubici","1.780"
"CaR1","Embelin","35.244"
"CaR1","Epothilone","0.035"
"CaR1","Etoposide","8.545"
"CaR1","FH535","47.130"
"CaR1","FTI277","28.928"
"CaR1","Gemcitabin","0.552"
"CaR1","GSK650394","152.507"
"CaR1","IPA3","3073.342"
"CaR1","JNK9L","1.875"
"CaR1","LFMA13","827.936"
"CaR1","Midostauri","0.646"
"CaR1","MitomycinC","0.470"
"CaR1","NSC87877","1580.910"
"CaR1","ObatoclaxM","3.959"
"CaR1","OSI906","216.748"
"CaR1","PAC1","283.077"
"CaR1","Pazopanib","47.678"
"CaR1","PF562271","25.109"
"CaR1","QS11","652.795"
"CaR1","Shikonin","1.307"
"CaR1","Thapsigarg","0.009"
"CaR1","Tipifarnib","27.964"
"CaR1","Vinorelbin","0.060"
"CAS1#","17AAG","1.01952874"
"CAS1","17AAG","1.736"
"CAS1","681640","14.553"
"CAS1","A443654","2.788"
"CAS1","A770041","208.296"
"CAS1","ABT263","130.450"
"CAS1","ABT888","573.329"
"CAS1#","AEW541","8"
"CAS1","AICAR","4183.807"
"CAS1","AMG706","186.234"
"CAS1","ATRA","1333.120"
"CAS1","Axitinib","4.975"
"CAS1","AZ628","17.606"
"CAS1","AZD0530","129.375"
"CAS1#","AZD0530","8"
"CAS1","AZD2281","248.717"
"CAS1","AZD6244","294.330"
"CAS1#","AZD6244","8"
"CAS1","AZD7762","1.213"
"CAS1","AZD8055","2.111"
"CAS1","BI2536","1.341"
"CAS1","BIBW2992","46.223"
"CAS1","BID1870","159.362"
"CAS1","BIRB0796","532.024"
"CAS1","BMS509744","354.826"
"CAS1","BMS536924","19.276"
"CAS1","Bortezomib","0.001"
"CAS1","Bosutinib","240.092"
"CAS1","BX795","3.005"
"CAS1","Camptothec","0.123"
"CAS1","CEP701","2.424"
"CAS1","CGP082996","334.758"
"CAS1","CGP60474","2.890"
"CAS1","CI1040","57.021"
"CAS1","Cisplatin","114.559"
"CAS1","CMK","28.681"
"CAS1","Cyclopamin","463.271"
"CAS1","Cytarabine","2.635"
"CAS1","Dasatinib","1.408"
"CAS1","Docetaxel","0.016"
"CAS1","Elesclomol","0.117"
"CAS1","Erlotinib","107.617"
"CAS1#","Erlotinib","8"
"CAS1","GDC0449","938.003"
"CAS1","GDC0941","14.941"
"CAS1","Gefitinib","30.467"
"CAS1","GNF2","76.755"
"CAS1","GSK269962A","0.847"
"CAS1","GW441756","200.612"
"CAS1","GW843682X","6.637"
"CAS1","Imatinib","72.921"
"CAS1#","Irinotecan","0.77856326"
"CAS1","JNKInhibit","335.292"
"CAS1","JW7521","7.055"
"CAS1","KIN001135","79.734"
"CAS1","KU55933","562.740"
"CAS1#","L685458","8"
"CAS1","Lapatinib","131.194"
"CAS1#","Lapatinib","8"
"CAS1#","LBW242","8"
"CAS1","Lenalidomi","612.139"
"CAS1","Metformin","199714.712"
"CAS1","Methotrexa","16.425"
"CAS1","MG132","0.156"
"CAS1","MK2206","15.291"
"CAS1","MS275","12.268"
"CAS1","Nilotinib","158.317"
"CAS1#","Nilotinib","8"
"CAS1","NU7441","43.591"
"CAS1#","Nutlin3","8"
"CAS1","Nutlin3a","720.655"
"CAS1","NVPBEZ235","0.208"
"CAS1","NVPTAE684","1.979"
"CAS1#","Paclitaxel","0.02527586"
"CAS1","Paclitaxel","0.272"
"CAS1#","Panobinost","0.09561696"
"CAS1","Parthenoli","38.174"
"CAS1","PD0325901","5.882"
"CAS1#","PD0325901","8"
"CAS1","PD0332991","66.929"
"CAS1#","PD0332991","8"
"CAS1","PD173074","9.906"
"CAS1","PF02341066","65.451"
"CAS1#","PF2341066","8"
"CAS1","PHA665752","253.094"
"CAS1#","PHA665752","8"
"CAS1","PLX4720","350.712"
"CAS1#","PLX4720","8"
"CAS1","Pyrimetham","716.714"
"CAS1#","RAF265","8"
"CAS1","Rapamycin","3.126"
"CAS1","RDEA119","35.055"
"CAS1","RO3306","494.434"
"CAS1","Roscovitin","973.929"
"CAS1","Salubrinal","243.516"
"CAS1","SB216763","637.806"
"CAS1","SB590885","599.756"
"CAS1","SL01011","1074.422"
"CAS1","Sorafenib","157.420"
"CAS1#","Sorafenib","8"
"CAS1","STritylLcy","413.295"
"CAS1","Sunitinib","316.802"
"CAS1#","TAE684","4.41148090"
"CAS1","Temsirolim","3.603"
"CAS1#","TKI258","8"
"CAS1#","Topotecan","1.74508559"
"CAS1","Vinblastin","0.094"
"CAS1","Vorinostat","11.327"
"CAS1","VX680","75.472"
"CAS1","VX702","179.418"
"CAS1","WH4023","4.382"
"CAS1","WZ184","68.865"
"CAS1","XMD885","13.159"
"CAS1#","ZD6474","8"
"CAS1","ZLLNleCHO","2.852"
"CAS1","ZM447439","63.859"
"CaSki","17AAG","0.268"
"CaSki","681640","7.880"
"CaSki","A769662","19.609"
"CaSki","ABT263","7.944"
"CaSki","ABT888","224.557"
"CaSki","AICAR","4481.739"
"CaSki","AKTinhibit","5.314"
"CaSki","AMG706","192.271"
"CaSki","AP24534","0.649"
"CaSki","AS601245","138.657"
"CaSki","ATRA","202.824"
"CaSki","AUY922","0.038"
"CaSki","Axitinib","29.637"
"CaSki","AZD2281","93.850"
"CaSki","AZD6244","124.677"
"CaSki","AZD6482","1.930"
"CaSki","AZD7762","0.389"
"CaSki","AZD8055","5.596"
"CaSki","BAY613606","4.533"
"CaSki","Bexarotene","132.468"
"CaSki","BIBW2992","7.595"
"CaSki","Bicalutami","109.588"
"CaSki","BID1870","3.462"
"CaSki","BIRB0796","179.418"
"CaSki","Bleomycin","0.799"
"CaSki","BMS754807","3.456"
"CaSki","Bosutinib","5.433"
"CaSki","Bryostatin","0.073"
"CaSki","BX795","14.547"
"CaSki","Camptothec","0.005"
"CaSki","CEP701","3.160"
"CaSki","CHIR99021","136.763"
"CaSki","CI1040","454.125"
"CaSki","Cisplatin","10.222"
"CaSki","Cytarabine","2.852"
"CaSki","DMOG","154.666"
"CaSki","Docetaxel","0.001"
"CaSki","Doxorubici","0.045"
"CaSki","Elesclomol","1.245"
"CaSki","Embelin","18.045"
"CaSki","Epothilone","0.004"
"CaSki","Etoposide","2.322"
"CaSki","FH535","11.994"
"CaSki","FTI277","43.517"
"CaSki","GDC0449","492.761"
"CaSki","GDC0941","44.296"
"CaSki","Gefitinib","30.991"
"CaSki","Gemcitabin","0.007"
"CaSki","GSK650394","27.464"
"CaSki","GW441756","13.291"
"CaSki","IPA3","3419.993"
"CaSki","JNK9L","0.533"
"CaSki","JNKInhibit","931.944"
"CaSki","KU55933","681.660"
"CaSki","Lenalidomi","160.879"
"CaSki","LFMA13","176.931"
"CaSki","Metformin","90136.474"
"CaSki","Methotrexa","0.374"
"CaSki","Midostauri","18.369"
"CaSki","MitomycinC","0.054"
"CaSki","MK2206","12.803"
"CaSki","Nilotinib","157.734"
"CaSki","NSC87877","795.807"
"CaSki","NU7441","84.725"
"CaSki","Nutlin3a","126.329"
"CaSki","NVPBEZ235","0.157"
"CaSki","ObatoclaxM","0.406"
"CaSki","OSI906","35.027"
"CaSki","PAC1","28.306"
"CaSki","Pazopanib","96.267"
"CaSki","PD0325901","4.778"
"CaSki","PD0332991","159.362"
"CaSki","PD173074","98.333"
"CaSki","PF562271","24.680"
"CaSki","PLX4720","463.779"
"CaSki","QS11","533.618"
"CaSki","RDEA119","197.123"
"CaSki","RO3306","34.394"
"CaSki","SB216763","956.703"
"CaSki","SB590885","82.582"
"CaSki","Shikonin","0.651"
"CaSki","SL01011","711.162"
"CaSki","Temsirolim","1.180"
"CaSki","Thapsigarg","0.033"
"CaSki","Tipifarnib","9.110"
"CaSki","Vinblastin","0.005"
"CaSki","Vinorelbin","0.019"
"CaSki","Vorinostat","3.441"
"CaSki","VX702","171.889"
"CaSki","ZM447439","16.072"
"CCK81#","17AAG","0.26327508"
"CCK81#","AEW541","2.32922368"
"CCK81#","AZD0530","0.67647117"
"CCK81#","AZD6244","8"
"CCK81#","Erlotinib","0.68466758"
"CCK81#","L685458","8"
"CCK81#","Lapatinib","0.24019483"
"CCK81#","LBW242","8"
"CCK81#","Nutlin3","8"
"CCK81#","Paclitaxel","0.27403277"
"CCK81#","Panobinost","0.03814608"
"CCK81#","PD0325901","0.71976208"
"CCK81#","PF2341066","8"
"CCK81#","PHA665752","8"
"CCK81#","PLX4720","8"
"CCK81#","RAF265","8"
"CCK81#","Sorafenib","8"
"CCK81#","TAE684","2.16986417"
"CCK81#","TKI258","8"
"CCK81#","Topotecan","0.31598588"
"CCK81#","ZD6474","0.76331001"
"CCRFCEM","17AAG","36.747"
"CCRFCEM","681640","31.295"
"CCRFCEM","ABT263","0.336"
"CCRFCEM","ABT888","179.132"
"CCRFCEM","AICAR","11020.500"
"CCRFCEM","AMG706","125.126"
"CCRFCEM","ATRA","31.336"
"CCRFCEM","Axitinib","89.331"
"CCRFCEM","AZ628","50.794"
"CCRFCEM","AZD0530","247.801"
"CCRFCEM","AZD2281","56.192"
"CCRFCEM","AZD6244","236.387"
"CCRFCEM","AZD7762","0.293"
"CCRFCEM","AZD8055","194.992"
"CCRFCEM","BIBW2992","25.710"
"CCRFCEM","BID1870","64.621"
"CCRFCEM","BIRB0796","836.231"
"CCRFCEM","Bortezomib","0.017"
"CCRFCEM","Bosutinib","164.544"
"CCRFCEM","BX795","121.985"
"CCRFCEM","Camptothec","0.006"
"CCRFCEM","CEP701","2.452"
"CCRFCEM","CI1040","10.493"
"CCRFCEM","Cisplatin","94.639"
"CCRFCEM","Cytarabine","31.782"
"CCRFCEM","Docetaxel","0.277"
"CCRFCEM","Elesclomol","11.934"
"CCRFCEM","GDC0449","253.094"
"CCRFCEM","GDC0941","108.782"
"CCRFCEM","Gefitinib","1.410"
"CCRFCEM","GSK269962A","14.281"
"CCRFCEM","GW441756","218.158"
"CCRFCEM","Imatinib","138.574"
"CCRFCEM","JNKInhibit","642.977"
"CCRFCEM","KIN001135","564.031"
"CCRFCEM","KU55933","141.351"
"CCRFCEM","Lenalidomi","157.200"
"CCRFCEM","Metformin","2655.977"
"CCRFCEM","Methotrexa","0.697"
"CCRFCEM","MG132","128.976"
"CCRFCEM","MK2206","239.734"
"CCRFCEM","MS275","9.680"
"CCRFCEM","Nilotinib","127.658"
"CCRFCEM","NU7441","67.762"
"CCRFCEM","Nutlin3a","522.250"
"CCRFCEM","NVPBEZ235","14.659"
"CCRFCEM","NVPTAE684","7.392"
"CCRFCEM","Parthenoli","49.662"
"CCRFCEM","PD0325901","22.434"
"CCRFCEM","PD0332991","396.268"
"CCRFCEM","PD173074","3.492"
"CCRFCEM","PF02341066","55.429"
"CCRFCEM","PHA665752","197.516"
"CCRFCEM","PLX4720","106.316"
"CCRFCEM","Pyrimetham","193.830"
"CCRFCEM","Rapamycin","0.204"
"CCRFCEM","RDEA119","417.603"
"CCRFCEM","RO3306","280.661"
"CCRFCEM","SB216763","165.845"
"CCRFCEM","SB590885","42.041"
"CCRFCEM","SL01011","12.570"
"CCRFCEM","Sorafenib","169.523"
"CCRFCEM","Temsirolim","18.366"
"CCRFCEM","Vinblastin","0.010"
"CCRFCEM","Vorinostat","2.523"
"CCRFCEM","VX702","99.914"
"CCRFCEM","ZM447439","1.866"
"CESS","A443654","19.255"
"CESS","A770041","199.197"
"CESS","BI2536","25.769"
"CESS","BMS509744","33.866"
"CESS","BMS536924","429.167"
"CESS","CGP082996","232.763"
"CESS","CGP60474","1.378"
"CESS","CMK","169.219"
"CESS","Cyclopamin","1243.506"
"CESS","Dasatinib","238.875"
"CESS","Erlotinib","195.226"
"CESS","GNF2","246.938"
"CESS","GW843682X","15.292"
"CESS","JW7521","55.286"
"CESS","Lapatinib","58.257"
"CESS","Paclitaxel","22.461"
"CESS","Roscovitin","1435.761"
"CESS","Salubrinal","343.822"
"CESS","STritylLcy","343.411"
"CESS","Sunitinib","1665.028"
"CESS","VX680","397.138"
"CESS","WH4023","1182.922"
"CESS","WZ184","435.764"
"CESS","XMD885","3.128"
"CESS","ZLLNleCHO","3.013"
"CFPAC1","17AAG","0.376"
"CFPAC1","681640","17.012"
"CFPAC1","ABT263","32.881"
"CFPAC1","ABT888","66.371"
"CFPAC1","AICAR","1099.452"
"CFPAC1","AMG706","36.909"
"CFPAC1","ATRA","66.351"
"CFPAC1","Axitinib","42.995"
"CFPAC1","AZD2281","88.745"
"CFPAC1","AZD6244","7.178"
"CFPAC1","AZD7762","0.723"
"CFPAC1","AZD8055","4.198"
"CFPAC1","BIBW2992","1.423"
"CFPAC1","BID1870","24.389"
"CFPAC1","BIRB0796","72.147"
"CFPAC1","Bosutinib","124.491"
"CFPAC1","BX795","108.880"
"CFPAC1","Camptothec","0.015"
"CFPAC1","CEP701","2.427"
"CFPAC1","CI1040","21.186"
"CFPAC1","Cisplatin","34.835"
"CFPAC1","Cytarabine","1.055"
"CFPAC1","Docetaxel","0.014"
"CFPAC1","Elesclomol","6.350"
"CFPAC1","GDC0449","291.294"
"CFPAC1","GDC0941","42.037"
"CFPAC1","Gefitinib","2.432"
"CFPAC1","GW441756","46.384"
"CFPAC1","JNKInhibit","503.637"
"CFPAC1","KU55933","568.888"
"CFPAC1","Lenalidomi","208.649"
"CFPAC1","Metformin","36093.979"
"CFPAC1","Methotrexa","0.690"
"CFPAC1","MK2206","11.888"
"CFPAC1","Nilotinib","75.202"
"CFPAC1","NU7441","108.652"
"CFPAC1","Nutlin3a","63.377"
"CFPAC1","NVPBEZ235","0.152"
"CFPAC1","PD0325901","0.454"
"CFPAC1","PD0332991","6.011"
"CFPAC1","PD173074","129.879"
"CFPAC1","PLX4720","201.916"
"CFPAC1","RDEA119","7.453"
"CFPAC1","RO3306","97.961"
"CFPAC1","SB216763","244.586"
"CFPAC1","SB590885","56.585"
"CFPAC1","SL01011","327.430"
"CFPAC1","Temsirolim","1.720"
"CFPAC1","Vinblastin","0.094"
"CFPAC1","Vorinostat","7.318"
"CFPAC1","VX702","78.449"
"CFPAC1","ZM447439","13.197"
"CGTHW1","17AAG","0.024"
"CGTHW1","681640","93.607"
